Test suite generation,Whole process,Test suite execution
2253,4579935,9342
2433,4579935,7740
2357,4579935,7191
2374,4579935,7104
2381,4579935,7225
2417,4579935,7072
2408,4579935,6992
2437,4579935,7176
2340,4579935,7433
2480,4579935,7016
2320,4579935,7234
2515,4579935,7242
2318,4579935,7264
2596,4579935,7200
2390,4579935,7057
2588,4579935,7240
2389,4579935,7301
2605,4579935,7315
2434,4579935,7048
2681,4579935,7194
2478,4579935,7294
2682,4579935,7241
2514,4579935,7073
2739,4579935,7216
2546,4579935,7316
18335,4579935,48572
18331,4579935,40526
19008,4579935,40963
18870,4579935,41130
19042,4579935,47995
19204,4579935,40838
19296,4579935,40907
19540,4579935,46326
19709,4579935,46926
19755,4579935,46679
22360,4579935,46720
25090,4579935,40748
41533,4579935,40070
