Test suite generation,Whole process,Test suite execution
1766,2388244,1767
3418,2388244,1027
3476,2388244,1027
3483,2388244,960
3548,2388244,976
3541,2388244,877
3526,2388244,869
3638,2388244,959
3584,2388244,988
3633,2388244,1072
3643,2388244,889
3723,2388244,960
3689,2388244,887
3997,2388244,2538
3841,2388244,967
3755,2388244,830
3873,2388244,1014
3911,2388244,1020
25637,2388244,9806
24931,2388244,10162
25135,2388244,10731
25460,2388244,9338
25928,2388244,8717
26137,2388244,8424
26099,2388244,8392
26361,2388244,8615
27251,2388244,10244
26892,2388244,10131
26953,2388244,8879
27807,2388244,8796
27446,2388244,8394
28128,2388244,8684
28629,2388244,8386
28060,2388244,8494
28450,2388244,8414
28683,2388244,8662
28843,2388244,8364
29036,2388244,8448
30242,2388244,8356
