Test suite generation,Whole process,Test suite execution
2166,21557298,44751
852,21557298,39134
720,21557298,46086
682,21557298,38039
736,21557298,38521
2624,21557298,292562
2638,21557298,292789
2649,21557298,293912
2618,21557298,292347
2680,21557298,292525
2656,21557298,293145
3534,21557298,292092
10403,21557298,292154
12700,21557298,292996
11479,21557298,293006
22420,21557298,292171
25772,21557298,291285
29964,21557298,292234
15028,21557298,292170
43775,21557298,292346
40735,21557298,292107
46686,21557298,292169
58098,21557298,292091
89837,21557298,292363
118078,21557298,292476
106479,21557298,292251
206043,21557298,291613
133677,21557298,292639
296045,21557298,331777
155734,21557298,292259
227701,21557298,292643
402430,21557298,292834
278809,21557298,292780
341124,21557298,292474
722660,21557298,293250
673903,21557298,293765
385194,21557298,292130
515823,21557298,293381
371614,21557298,291624
722604,21557298,293894
