Test suite generation,Whole process,Test suite execution
3898,2754637,3078
5477,2754637,2233
5693,2754637,2124
5778,2754637,2143
5585,2754637,2152
5527,2754637,1998
5643,2754637,1989
5629,2754637,1999
5663,2754637,2307
5704,2754637,2107
25833,2754637,19742
26652,2754637,19435
26196,2754637,20024
27119,2754637,20058
26360,2754637,19926
26977,2754637,19051
26620,2754637,18881
27142,2754637,19991
26815,2754637,19644
27881,2754637,19442
27444,2754637,19438
27291,2754637,18928
27723,2754637,19173
27810,2754637,19387
28873,2754637,19605
28160,2754637,19472
28487,2754637,19459
28351,2754637,19341
28673,2754637,19833
28889,2754637,19683
29059,2754637,19024
29893,2754637,19058
29373,2754637,20256
29500,2754637,19742
29643,2754637,19441
29942,2754637,19820
29871,2754637,19610
30057,2754637,20469
30932,2754637,20383
