Test suite generation,Whole process,Test suite execution
2229,6545735,2064
6572,6545735,1469
6544,6545735,1608
6612,6545735,1418
6670,6545735,1489
6665,6545735,1629
6695,6545735,1137
6750,6545735,1380
11057,6545735,1440
7186,6545735,1408
7012,6545735,1579
9571,6545735,1459
7003,6545735,1525
7112,6545735,1678
6995,6545735,1343
7215,6545735,2320
7262,6545735,1393
7119,6545735,2770
7230,6545735,2162
55529,6545735,18055
301411,6545735,22687
99180,6545735,25839
57950,6545735,24583
66968,6545735,25811
75849,6545735,24991
59050,6545735,24928
59686,6545735,23786
71780,6545735,24542
74634,6545735,21454
60189,6545735,19043
94720,6545735,20676
111304,6545735,22625
110057,6545735,22419
135175,6545735,21619
100457,6545735,21505
159718,6545735,22553
125374,6545735,18255
124555,6545735,21252
136288,6545735,22299
