Test suite generation,Whole process,Test suite execution
468,2308174,57573
285,2308174,39363
273,2308174,46030
341,2308174,39453
239,2308174,46634
187,2308174,39615
406,2308174,38469
237,2308174,38833
249,2308174,47040
432,2308174,40130
453,2308174,48350
471,2308174,46177
468,2308174,40758
558,2308174,47629
637,2308174,48872
775,2308174,47554
239,2308174,47312
619,2308174,40857
193,2308174,47723
403,2308174,40963
148,2308174,41335
392,2308174,50737
171,2308174,48728
441,2308174,49713
149,2308174,39803
387,2308174,39434
143,2308174,39358
398,2308174,40716
149,2308174,47251
394,2308174,46327
178,2308174,47007
414,2308174,41202
179,2308174,46876
446,2308174,39063
197,2308174,41835
444,2308174,48404
159,2308174,38942
421,2308174,47053
182,2308174,39500
425,2308174,46873
