Test suite generation,Whole process,Test suite execution
537,2154176,50028
333,2154176,40992
392,2154176,46621
274,2154176,40214
365,2154176,39578
351,2154176,40817
239,2154176,40609
195,2154176,38579
350,2154176,38936
213,2154176,38654
400,2154176,38858
145,2154176,38452
368,2154176,38440
172,2154176,37800
424,2154176,47464
213,2154176,38325
387,2154176,39164
156,2154176,38773
375,2154176,40211
151,2154176,39577
385,2154176,41078
149,2154176,40267
184,2154176,40332
414,2154176,39246
228,2154176,40051
440,2154176,39081
154,2154176,38484
476,2154176,41910
150,2154176,37584
445,2154176,39539
219,2154176,40720
448,2154176,39835
152,2154176,40979
416,2154176,38061
180,2154176,47448
508,2154176,42106
156,2154176,40229
303,2154176,39524
208,2154176,39152
292,2154176,38643
