Test suite generation,Whole process,Test suite execution
3954,2675804,2948
5527,2675804,2373
5623,2675804,1972
5542,2675804,2332
5681,2675804,2003
26593,2675804,19523
26129,2675804,18845
25914,2675804,20857
25954,2675804,19389
26287,2675804,19095
26647,2675804,20262
26767,2675804,19381
27035,2675804,19722
27096,2675804,19422
27012,2675804,19000
27282,2675804,19271
27584,2675804,19286
27885,2675804,19589
28143,2675804,19572
28199,2675804,19129
28998,2675804,19332
28718,2675804,18793
28984,2675804,18920
30207,2675804,19264
29346,2675804,18893
29784,2675804,18971
30625,2675804,19096
29818,2675804,19160
30745,2675804,19293
30263,2675804,19506
30832,2675804,19450
30923,2675804,19872
30966,2675804,18860
31492,2675804,19265
32483,2675804,18715
31696,2675804,19364
32193,2675804,20012
32183,2675804,19122
32294,2675804,19277
32601,2675804,19113
