Test suite generation,Whole process,Test suite execution
713,1495641,30253
689,1495641,20229
632,1495641,30650
591,1495641,25467
483,1495641,19405
456,1495641,26258
495,1495641,27347
563,1495641,20578
604,1495641,30593
570,1495641,30826
558,1495641,25514
554,1495641,27698
627,1495641,26557
629,1495641,19913
460,1495641,19724
476,1495641,19846
461,1495641,20347
439,1495641,26624
512,1495641,19438
479,1495641,20084
448,1495641,25364
487,1495641,19389
484,1495641,19495
439,1495641,18808
449,1495641,19078
447,1495641,18709
485,1495641,25676
514,1495641,19640
467,1495641,20037
476,1495641,19622
491,1495641,20027
460,1495641,19551
482,1495641,20039
507,1495641,19461
444,1495641,19361
446,1495641,20284
513,1495641,19307
496,1495641,19414
494,1495641,19380
484,1495641,19498
