Test suite generation,Whole process,Test suite execution
318,12180160,302173
292,12180160,291925
176,12180160,290595
173,12180160,290578
147,12180160,294947
228,12180160,291378
183,12180160,290764
169,12180160,291160
295,12180160,291964
155,12180160,290457
263,12180160,301756
157,12180160,291416
264,12180160,290498
148,12180160,303682
154,12180160,290120
270,12180160,290658
151,12180160,290485
154,12180160,290471
162,12180160,290441
261,12180160,291465
154,12180160,290472
155,12180160,289929
154,12180160,289964
156,12180160,290251
163,12180160,290370
166,12180160,290981
251,12180160,290271
261,12180160,290071
165,12180160,290847
201,12180160,290666
208,12180160,295455
206,12180160,290675
167,12180160,290984
151,12180160,293240
167,12180160,291887
160,12180160,290578
160,12180160,294755
159,12180160,291183
161,12180160,292127
155,12180160,292716
