Test suite generation,Whole process,Test suite execution
3136,1493818,3099
2870,1493818,1251
2758,1493818,926
2887,1493818,1323
2815,1493818,1881
2864,1493818,2095
2825,1493818,1597
16778,1493818,8319
17034,1493818,8032
17018,1493818,12004
17105,1493818,6973
17186,1493818,11750
17357,1493818,7057
17400,1493818,6901
17695,1493818,6324
18298,1493818,7134
18544,1493818,7365
19060,1493818,12276
19596,1493818,11097
19852,1493818,7414
20074,1493818,14103
18835,1493818,7151
18971,1493818,7137
23608,1493818,6601
19222,1493818,6858
19485,1493818,7242
19890,1493818,10671
19690,1493818,11835
20233,1493818,7048
19981,1493818,6472
20937,1493818,6851
22933,1493818,7957
22504,1493818,7240
21793,1493818,7339
21618,1493818,7343
21477,1493818,7515
20962,1493818,7280
20972,1493818,7812
21237,1493818,7530
21465,1493818,7715
