Test suite generation,Whole process,Test suite execution
77,2214363,53074
20,2214363,47570
13,2214363,40927
12,2214363,41239
7,2214363,46588
4,2214363,46818
5,2214363,46613
4,2214363,39414
10,2214363,39577
5,2214363,39144
6,2214363,40838
2,2214363,40724
9,2214363,40009
4,2214363,47155
2,2214363,46236
7,2214363,41136
3,2214363,40568
2,2214363,46679
7,2214363,48135
5,2214363,48151
4,2214363,40125
1,2214363,39379
6,2214363,39850
2,2214363,41207
12,2214363,36895
6,2214363,40388
6,2214363,39753
5,2214363,46354
6,2214363,39963
6,2214363,41451
6,2214363,46450
6,2214363,48448
9,2214363,46894
6,2214363,47077
5,2214363,38600
6,2214363,40666
12,2214363,37667
4,2214363,41142
7,2214363,39995
3,2214363,46133
