Test suite generation,Whole process,Test suite execution
742,2368887,29149
582,2368887,26091
633,2368887,19343
486,2368887,19455
459,2368887,18669
418,2368887,19245
401,2368887,18340
449,2368887,26307
407,2368887,20425
391,2368887,19703
385,2368887,20275
354,2368887,20085
386,2368887,19814
406,2368887,25422
399,2368887,25915
416,2368887,19874
316,2368887,26209
379,2368887,27421
450,2368887,25643
469,2368887,26414
409,2368887,25382
310,2368887,19921
384,2368887,19303
451,2368887,25772
301,2368887,25822
321,2368887,26337
385,2368887,27184
458,2368887,20086
453,2368887,27478
454,2368887,27253
304,2368887,25482
306,2368887,26164
300,2368887,26222
456,2368887,26010
450,2368887,20062
469,2368887,20744
386,2368887,25672
303,2368887,26229
301,2368887,26497
383,2368887,20071
