Test suite generation,Whole process,Test suite execution
82,2457259,60833
25,2457259,41329
14,2457259,46829
7,2457259,48699
13,2457259,67023
5,2457259,51774
4,2457259,47928
25,2457259,49043
11,2457259,50979
6,2457259,51218
7,2457259,47930
4,2457259,49218
3,2457259,51224
7,2457259,47930
2,2457259,41234
10,2457259,48917
6,2457259,48886
5,2457259,41280
3,2457259,49679
13,2457259,50601
13,2457259,48290
14,2457259,47948
9,2457259,41678
9,2457259,40968
11,2457259,48081
10,2457259,49389
5,2457259,46940
7,2457259,38234
5,2457259,48352
7,2457259,50010
11,2457259,47297
12,2457259,49945
11,2457259,48857
2,2457259,48960
6,2457259,46183
2,2457259,40869
2,2457259,40093
4,2457259,48059
4,2457259,48895
4,2457259,49262
