Test suite generation,Whole process,Test suite execution
115,2607183,54523
22,2607183,49888
20,2607183,59464
16,2607183,48477
13,2607183,41199
14,2607183,47990
8,2607183,49423
33,2607183,51218
65,2607183,49606
20,2607183,57981
17,2607183,50694
18,2607183,51225
13,2607183,58349
16,2607183,58149
15,2607183,58353
16,2607183,57401
15,2607183,49710
15,2607183,40020
15,2607183,48874
16,2607183,50764
16,2607183,58373
18,2607183,50297
16,2607183,50691
15,2607183,50016
16,2607183,49801
33,2607183,50088
16,2607183,48650
17,2607183,49465
20,2607183,57337
17,2607183,50706
16,2607183,48352
18,2607183,61287
17,2607183,47103
17,2607183,49803
15,2607183,41502
17,2607183,51388
14,2607183,41571
19,2607183,48631
14,2607183,48409
14,2607183,46326
