Test suite generation,Whole process,Test suite execution
350,2355450,303370
305,2355450,293028
172,2355450,290929
174,2355450,56164
154,2355450,30073
172,2355450,30692
245,2355450,30983
203,2355450,29521
336,2355450,30370
152,2355450,30314
297,2355450,30007
182,2355450,29783
311,2355450,30372
157,2355450,29527
305,2355450,29405
175,2355450,30185
169,2355450,29587
156,2355450,31590
167,2355450,30114
145,2355450,29108
164,2355450,29412
288,2355450,30816
159,2355450,29178
161,2355450,30443
301,2355450,30134
160,2355450,30242
162,2355450,30091
169,2355450,29220
287,2355450,30172
289,2355450,29502
156,2355450,29880
159,2355450,29438
169,2355450,30032
165,2355450,30840
312,2355450,31052
285,2355450,31259
158,2355450,30408
174,2355450,29740
150,2355450,30919
156,2355450,30577
