Test suite generation,Whole process,Test suite execution
89,4797259,52860
17,4797259,48826
17,4797259,57486
9,4797259,47535
7,4797259,48714
11,4797259,48283
28,4797259,46461
38,4797259,47503
14,4797259,46808
2,4797259,49721
4,4797259,46661
2,4797259,48512
3,4797259,47298
8,4797259,48756
8,4797259,48229
4,4797259,989824
3,4797259,47468
2,4797259,752441
3,4797259,46189
6,4797259,40687
2,4797259,39882
4,4797259,48325
1,4797259,47722
1,4797259,41318
4,4797259,47138
7,4797259,47492
10,4797259,40876
2,4797259,48799
5,4797259,40688
1,4797259,49421
1,4797259,47335
2,4797259,47326
4,4797259,48785
1,4797259,41226
6,4797259,50233
6,4797259,47531
7,4797259,47946
8,4797259,40552
7,4797259,46360
8,4797259,47845
