Test suite generation,Whole process,Test suite execution
732,1418105,28437
524,1418105,19720
435,1418105,25831
543,1418105,19342
481,1418105,20324
437,1418105,20121
486,1418105,19958
438,1418105,20212
376,1418105,19209
318,1418105,19578
429,1418105,19781
436,1418105,19720
471,1418105,19402
435,1418105,19218
425,1418105,19488
453,1418105,20729
427,1418105,19963
454,1418105,20207
422,1418105,19077
416,1418105,25431
417,1418105,20161
422,1418105,18778
419,1418105,18721
425,1418105,27224
418,1418105,18871
423,1418105,20159
418,1418105,26923
422,1418105,19406
433,1418105,19259
304,1418105,19211
446,1418105,19007
281,1418105,19625
312,1418105,19023
419,1418105,18939
650,1418105,18937
452,1418105,19027
429,1418105,19804
530,1418105,26054
617,1418105,19742
564,1418105,19748
