Test suite generation,Whole process,Test suite execution
1768,2467521,1630
3479,2467521,954
3506,2467521,1077
3492,2467521,911
3541,2467521,1052
3568,2467521,1274
24610,2467521,10537
24414,2467521,12729
25177,2467521,12793
25061,2467521,10945
25653,2467521,8442
25365,2467521,8688
25679,2467521,8459
25993,2467521,8663
26353,2467521,8183
26695,2467521,9235
26818,2467521,12425
26990,2467521,10105
27932,2467521,8724
27302,2467521,8784
27440,2467521,8633
27970,2467521,8443
28481,2467521,8613
28233,2467521,8698
38148,2467521,8384
28888,2467521,11041
29842,2467521,8743
29568,2467521,8095
44211,2467521,7988
51355,2467521,9005
30246,2467521,8785
30387,2467521,8385
30676,2467521,9504
31009,2467521,9496
31474,2467521,8464
31492,2467521,8115
40833,2467521,9146
32224,2467521,9384
60818,2467521,8930
32177,2467521,9787
